Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
LINCOLN Aviator,3,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SFMXT03.03U2,standard SUV,5,18,25,21,4,No,425
LINCOLN Aviator,3,6,SemiAuto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SFMXT03.03U2,standard SUV,5,18,25,21,4,No,425
LINCOLN Aviator,3,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SFMXT03.03U2,standard SUV,5,17,25,20,4,No,447
LINCOLN Aviator,3,6,SemiAuto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SFMXT03.03U2,standard SUV,5,17,25,20,4,No,447
"LUCID Air G Touring XR AWD w/19"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,129,126,128,10,Elite,0
"LUCID Air G Touring XR AWD w/19"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,129,126,128,10,Elite,0
"LUCID Air G Touring XR AWD w/19"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SLMUV00.0ZA2,large car,10,129,126,128,10,Elite,0
"LUCID Air G Touring XR AWD w/20"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,122,117,120,10,Elite,0
"LUCID Air G Touring XR AWD w/20"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,122,117,120,10,Elite,0
"LUCID Air G Touring XR AWD w/20"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SLMUV00.0ZA2,large car,10,122,117,120,10,Elite,0
"LUCID Air G Touring XR AWD w/21"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,114,109,112,10,Elite,0
"LUCID Air G Touring XR AWD w/21"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,114,109,112,10,Elite,0
"LUCID Air G Touring XR AWD w/21"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SLMUV00.0ZA2,large car,10,114,109,112,10,Elite,0
"LUCID Air Pure RWD w/19"" wheels",N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0NR1,large car,10,149,142,146,10,Elite,0
"LUCID Air Pure RWD w/19"" wheels",N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SLMUV00.0NR1,large car,10,149,142,146,10,Elite,0
"LUCID Air Pure RWD w/20"" wheels",N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0NR1,large car,10,132,125,129,10,Elite,0
"LUCID Air Pure RWD w/20"" wheels",N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SLMUV00.0NR1,large car,10,132,125,129,10,Elite,0
LUCID Air Sapphire AWD,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0GJ3,large car,10,108,101,105,10,Elite,0
LUCID Air Sapphire AWD,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SLMUV00.0GJ3,large car,10,108,101,105,10,Elite,0
"LUCID Air Touring AWD w/19"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,133,130,132,10,Elite,0
"LUCID Air Touring AWD w/19"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,133,130,132,10,Elite,0
"LUCID Air Touring AWD w/19"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SLMUV00.0ZA2,large car,10,133,130,132,10,Elite,0
"LUCID Air Touring AWD w/20"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,124,119,121,10,Elite,0
"LUCID Air Touring AWD w/20"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,124,119,121,10,Elite,0
"LUCID Air Touring AWD w/20"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SLMUV00.0ZA2,large car,10,124,119,121,10,Elite,0
"LUCID Air Touring AWD w/21"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,119,113,116,10,Elite,0
"LUCID Air Touring AWD w/21"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SLMUV00.0ZA2,large car,10,119,113,116,10,Elite,0
"LUCID Air Touring AWD w/21"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SLMUV00.0ZA2,large car,10,119,113,116,10,Elite,0
"MASERATI Grecale Folgore (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMAXT00.0182,small SUV,10,80,70,75,10,Elite,0
"MASERATI Grecale Folgore (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMAXT00.0182,small SUV,10,80,70,75,10,Elite,0
"MASERATI Grecale Folgore (21"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMAXT00.0182,small SUV,10,65,59,62,10,Elite,0
"MASERATI Grecale Folgore (21"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMAXT00.0182,small SUV,10,65,59,62,10,Elite,0
MASERATI Grecale Modena,2,4,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SMAXT02.0DUV,small SUV,4,22,28,24,5,No,365
MASERATI Grecale Modena,2,4,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SMAXT02.0DUV,small SUV,4,22,28,24,5,No,365
MASERATI MC20,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SMAXV03.0SPR,small car,4,15,25,18,4,No,474
MASERATI MC20,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SMAXV03.0SPR,small car,4,15,25,18,4,No,474
MASERATI MC20 Spyder,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SMAXV03.0SPR,small car,4,15,25,18,4,No,482
MASERATI MC20 Spyder,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SMAXV03.0SPR,small car,4,15,25,18,4,No,482
MAZDA 3,2.5,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,STKXV02.5CDF,midsize car,6,26,36,30,6,No,296
MAZDA 3,2.5,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,STKXV02.5CDF,midsize car,6,26,36,30,6,No,296
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,STKXV02.5CDF,midsize car,6,27,35,30,6,No,294
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,STKXV02.5CDF,small car,6,27,37,31,6,No,287
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,STKXV02.5CDF,midsize car,6,27,35,30,6,No,294
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,STKXV02.5CDF,small car,6,27,37,31,6,No,287
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,STKXV02.5CDF,midsize car,6,26,33,29,6,No,311
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,STKXV02.5CDF,small car,6,26,35,30,6,No,301
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,STKXV02.5CDF,midsize car,6,26,33,29,6,No,311
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,STKXV02.5CDF,small car,6,26,35,30,6,No,301
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,STKXV02.5EGA,midsize car,4,23,31,26,5,No,337
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,STKXV02.5EGA,small car,4,23,32,27,5,No,334
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,STKXV02.5EGA,midsize car,4,23,31,26,5,No,337
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,STKXV02.5EGA,small car,4,23,32,27,5,No,334
MAZDA CX-50,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,STKXT02.5CDD,small SUV,6,25,31,28,6,No,322
MAZDA CX-50,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,STKXT02.5CDD,small SUV,6,25,31,28,6,No,322
MAZDA CX-50,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,STKXT02.5EGD,small SUV,4,23,29,25,5,No,355
MAZDA CX-50,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,STKXT02.5EGD,small SUV,4,23,29,25,5,No,355
MAZDA CX-70,2.5,4,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,STKXT02.5CDB,standard SUV,6,24/53,27/61,25/56,8,Yes,168
MAZDA CX-70,2.5,4,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,STKXT02.5CDB,standard SUV,6,24/53,27/61,25/56,8,Yes,168
MAZDA CX-70,3.3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,STKXT03.3DHA,standard SUV,5,23,28,25,5,No,358
MAZDA CX-70,3.3,6,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,STKXT03.3DHA,standard SUV,5,23,28,25,5,No,358
MAZDA CX-70,3.3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,STKXT03.3DHB,standard SUV,5,24,28,25,5,No,349
MAZDA CX-70,3.3,6,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,STKXT03.3DHB,standard SUV,5,24,28,25,5,No,349
MAZDA CX-90,2.5,4,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,STKXT02.5CDB,standard SUV,6,24/53,27/61,25/56,8,Yes,168
MAZDA CX-90,2.5,4,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,STKXT02.5CDB,standard SUV,6,24/53,27/61,25/56,8,Yes,168
MAZDA CX-90,3.3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,STKXT03.3DHA,standard SUV,5,23,28,25,5,No,358
MAZDA CX-90,3.3,6,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,STKXT03.3DHA,standard SUV,5,23,28,25,5,No,358
MAZDA CX-90,3.3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,STKXT03.3DHB,standard SUV,5,24,28,25,5,No,354
MAZDA CX-90,3.3,6,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,STKXT03.3DHB,standard SUV,5,24,28,25,5,No,354
MERCEDES-BENZ AMG C43 4Matic,2,4,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SMBXV02.0HY7,small car,4,19,27,22,5,No,405
MERCEDES-BENZ AMG C43 4Matic,2,4,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SMBXV02.0HY7,small car,4,19,27,22,5,No,405
MERCEDES-BENZ AMG CLA 35 4Matic,2,4,AutoMan-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SMBXV02.0HY4,small car,5,22,29,25,5,No,362
MERCEDES-BENZ AMG CLA 35 4Matic,2,4,AutoMan-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SMBXV02.0HY4,small car,5,22,29,25,5,No,362
MERCEDES-BENZ AMG CLA 45 S 4Matic,2,4,AutoMan-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,SMBXV02.0U3B,small car,2,20,28,23,5,No,379
MERCEDES-BENZ AMG CLA 45 S 4Matic,2,4,AutoMan-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,SMBXV02.0U3B,small car,2,20,28,23,5,No,379
MERCEDES-BENZ AMG EQE 4Matic+,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXV00.0ED3,midsize car,10,69,71,70,10,Elite,0
MERCEDES-BENZ AMG EQE 4Matic+,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXV00.0ED3,standard SUV,10,76,72,74,10,Elite,0
MERCEDES-BENZ AMG EQE 4Matic+,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXV00.0ED3,midsize car,10,69,71,70,10,Elite,0
MERCEDES-BENZ AMG EQE 4Matic+,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXV00.0ED3,standard SUV,10,76,72,74,10,Elite,0
MERCEDES-BENZ AMG EQS 4Matic+,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXJ00.0ED2,large car,10,76,81,78,10,Elite,0
MERCEDES-BENZ AMG EQS 4Matic+,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXJ00.0ED2,large car,10,76,81,78,10,Elite,0
MERCEDES-BENZ AMG GLA35 4Matic,2,4,AutoMan-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SMBXV02.0HY4,station wagon,5,22,28,24,5,No,370
MERCEDES-BENZ AMG GLA35 4Matic,2,4,AutoMan-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SMBXV02.0HY4,station wagon,5,22,28,24,5,No,370
MERCEDES-BENZ AMG GLB35 4Matic,2,4,AutoMan-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SMBXV02.0HY4,station wagon,5,21,26,23,5,No,390
MERCEDES-BENZ AMG GLB35 4Matic,2,4,AutoMan-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SMBXV02.0HY4,station wagon,5,21,26,23,5,No,390
MERCEDES-BENZ AMG GLC43 4Matic,2,4,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SMBXV02.0HY7,station wagon,4,18,24,21,4,No,433
MERCEDES-BENZ AMG GLC43 4Matic,2,4,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SMBXV02.0HY7,station wagon,4,19,25,21,4,No,423
MERCEDES-BENZ AMG GLC43 4Matic,2,4,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SMBXV02.0HY7,station wagon,4,18,24,21,4,No,433
MERCEDES-BENZ AMG GLC43 4Matic,2,4,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SMBXV02.0HY7,station wagon,4,19,25,21,4,No,423
MERCEDES-BENZ AMG GLE 53 4Matic+,3,6,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SMBXJ03.0HY1,standard SUV,6,18,22,20,4,No,454
MERCEDES-BENZ AMG GLE 53 4Matic+,3,6,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SMBXJ03.0HY1,standard SUV,6,18,23,20,4,No,439
MERCEDES-BENZ AMG GLE 53 4Matic+,3,6,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SMBXJ03.0HY1,standard SUV,6,18,22,20,4,No,454
MERCEDES-BENZ AMG GLE 53 4Matic+,3,6,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SMBXJ03.0HY1,standard SUV,6,18,23,20,4,No,439
MERCEDES-BENZ AMG GLE63 4Matic+,4,8,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SMBXT04.0HY1,standard SUV,4,14,19,16,3,No,554
MERCEDES-BENZ AMG GLE63 4Matic+,4,8,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SMBXT04.0HY1,standard SUV,4,14,19,16,3,No,554
MERCEDES-BENZ AMG GLS63 4Matic+,4,8,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SMBXT04.0HY1,standard SUV,4,14,18,15,2,No,578
MERCEDES-BENZ AMG GLS63 4Matic+,4,8,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SMBXT04.0HY1,standard SUV,4,14,18,15,2,No,578
MERCEDES-BENZ C300,2,4,Auto-9,2WD,Gasoline,CA,L3SULEV20,California LEV-III SULEV20,SMBXV02.0HY1,small car,7,25,35,29,6,No,307
MERCEDES-BENZ C300,2,4,Auto-9,2WD,Gasoline,FA,T3B20,Federal Tier 3 Bin 20,SMBXV02.0HY1,small car,7,25,35,29,6,No,307
MERCEDES-BENZ C300 4Matic,2,4,Auto-9,4WD,Gasoline,CA,L3SULEV20,California LEV-III SULEV20,SMBXV02.0HY1,small car,7,24,33,27,5,No,329
MERCEDES-BENZ C300 4Matic,2,4,Auto-9,4WD,Gasoline,FA,T3B20,Federal Tier 3 Bin 20,SMBXV02.0HY1,small car,7,24,33,27,5,No,329
MERCEDES-BENZ CLA250,2,4,AutoMan-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SMBXJ02.0HY3,small car,6,26,36,30,6,No,298
MERCEDES-BENZ CLA250,2,4,AutoMan-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SMBXJ02.0HY3,small car,6,26,36,30,6,No,298
MERCEDES-BENZ CLA250 4Matic,2,4,AutoMan-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SMBXJ02.0HY3,small car,6,25,34,29,6,No,311
MERCEDES-BENZ CLA250 4Matic,2,4,AutoMan-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SMBXJ02.0HY3,small car,6,25,34,29,6,No,311
MERCEDES-BENZ CLE 300 4Matic,2,4,Auto-9,4WD,Gasoline,CA,L3SULEV20,California LEV-III SULEV20,SMBXV02.0HY1,small car,7,23,32,26,5,No,340
MERCEDES-BENZ CLE 300 4Matic,2,4,Auto-9,4WD,Gasoline,CA,L3SULEV20,California LEV-III SULEV20,SMBXV02.0HY1,small car,7,24,33,27,5,No,323
MERCEDES-BENZ CLE 300 4Matic,2,4,Auto-9,4WD,Gasoline,FA,T3B20,Federal Tier 3 Bin 20,SMBXV02.0HY1,small car,7,23,32,26,5,No,340
MERCEDES-BENZ CLE 300 4Matic,2,4,Auto-9,4WD,Gasoline,FA,T3B20,Federal Tier 3 Bin 20,SMBXV02.0HY1,small car,7,24,33,27,5,No,323
MERCEDES-BENZ CLE 450 4Matic,3,6,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SMBXV03.0HY3,small car,6,23,32,26,5,No,338
MERCEDES-BENZ CLE 450 4Matic,3,6,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SMBXV03.0HY3,small car,6,23,33,26,5,No,339
MERCEDES-BENZ CLE 450 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SMBXV03.0HY3,small car,6,23,32,26,5,No,338
MERCEDES-BENZ CLE 450 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SMBXV03.0HY3,small car,6,23,33,26,5,No,339
MERCEDES-BENZ E350,2,4,Auto-9,2WD,Gasoline,CA,L3SULEV20,California LEV-III SULEV20,SMBXV02.0HY1,midsize car,7,25,33,28,6,No,316
MERCEDES-BENZ E350,2,4,Auto-9,2WD,Gasoline,FA,T3B20,Federal Tier 3 Bin 20,SMBXV02.0HY1,midsize car,7,25,33,28,6,No,316
MERCEDES-BENZ E350 4Matic,2,4,Auto-9,4WD,Gasoline,CA,L3SULEV20,California LEV-III SULEV20,SMBXV02.0HY1,midsize car,7,24,33,27,5,No,327
MERCEDES-BENZ E350 4Matic,2,4,Auto-9,4WD,Gasoline,FA,T3B20,Federal Tier 3 Bin 20,SMBXV02.0HY1,midsize car,7,24,33,27,5,No,327
MERCEDES-BENZ E450 4Matic,3,6,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SMBXV03.0HY3,midsize car,6,22,31,25,5,No,355
MERCEDES-BENZ E450 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SMBXV03.0HY3,midsize car,6,22,31,25,5,No,355
MERCEDES-BENZ E450 4Matic All-Terrain Wagon,3,6,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SMBXV03.0HY3,station wagon,6,22,31,25,5,No,351
MERCEDES-BENZ E450 4Matic All-Terrain Wagon,3,6,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SMBXV03.0HY3,station wagon,6,22,31,25,5,No,351
MERCEDES-BENZ EQE 350 4Matic,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXV00.0ED2,midsize car,10,87,85,86,10,Elite,0
MERCEDES-BENZ EQE 350 4Matic,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXV00.0ED2,standard SUV,10,84,78,81,10,Elite,0
MERCEDES-BENZ EQE 350 4Matic,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXV00.0ED2,midsize car,10,87,85,86,10,Elite,0
MERCEDES-BENZ EQE 350 4Matic,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXV00.0ED2,standard SUV,10,84,78,81,10,Elite,0
MERCEDES-BENZ EQE 350+,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXV00.0ED1,station wagon,10,98,87,93,10,Elite,0
MERCEDES-BENZ EQE 350+,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SMBXV00.0ED1,station wagon,10,98,87,93,10,Elite,0
MERCEDES-BENZ EQE 500 4Matic,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXV00.0ED2,midsize car,10,85,84,85,10,Elite,0
MERCEDES-BENZ EQE 500 4Matic,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXV00.0ED2,station wagon,10,83,78,81,10,Elite,0
MERCEDES-BENZ EQE 500 4Matic,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXV00.0ED2,midsize car,10,85,84,85,10,Elite,0
MERCEDES-BENZ EQE 500 4Matic,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXV00.0ED2,station wagon,10,83,78,81,10,Elite,0
MERCEDES-BENZ EQS 450 4Matic,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXJ00.0ED2,large car,10,91,93,92,10,Elite,0
MERCEDES-BENZ EQS 450 4Matic,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXJ00.0ED2,standard SUV,10,80,78,79,10,Elite,0
MERCEDES-BENZ EQS 450 4Matic,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXJ00.0ED2,large car,10,91,93,92,10,Elite,0
MERCEDES-BENZ EQS 450 4Matic,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXJ00.0ED2,standard SUV,10,80,78,79,10,Elite,0
MERCEDES-BENZ EQS 450+,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXJ00.0ED1,large car,10,98,98,98,10,Elite,0
MERCEDES-BENZ EQS 450+,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXJ00.0ED1,standard SUV,10,84,79,82,10,Elite,0
MERCEDES-BENZ EQS 450+,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SMBXJ00.0ED1,large car,10,98,98,98,10,Elite,0
MERCEDES-BENZ EQS 450+,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SMBXJ00.0ED1,standard SUV,10,84,79,82,10,Elite,0
MERCEDES-BENZ EQS 580 4Matic,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXJ00.0ED2,large car,10,93,93,93,10,Elite,0
MERCEDES-BENZ EQS 580 4Matic,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXJ00.0ED2,standard SUV,10,82,78,80,10,Elite,0
MERCEDES-BENZ EQS 580 4Matic,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXJ00.0ED2,large car,10,93,93,93,10,Elite,0
MERCEDES-BENZ EQS 580 4Matic,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXJ00.0ED2,standard SUV,10,82,78,80,10,Elite,0
MERCEDES-BENZ EQS 680 4MATIC Maybach (SUV),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SMBXJ00.0ED2,standard SUV,10,76,76,76,10,Elite,0
MERCEDES-BENZ EQS 680 4MATIC Maybach (SUV),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SMBXJ00.0ED2,standard SUV,10,76,76,76,10,Elite,0
MERCEDES-BENZ G550,3,6,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SMBXT03.0HY1,standard SUV,6,17,19,18,4,No,490
MERCEDES-BENZ G550,3,6,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SMBXT03.0HY1,standard SUV,6,17,19,18,4,No,490
MERCEDES-BENZ GLA 250,2,4,AutoMan-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SMBXJ02.0HY3,special purpose,6,26,34,29,6,No,306
